adverse_event	select_target_uniprot	select_target_symbol
muscle_rigidity	P42345	MTOR
muscle_rigidity	P43235	CTSK
muscle_rigidity	P43490	NAMPT
muscle_rigidity	P46098	HTR3A
muscle_rigidity	P48039	MTNR1A
muscle_rigidity	Q05655	PRKCD
muscle_rigidity	Q07343	PDE4B
muscle_rigidity	Q13946	PDE7A
muscle_rigidity	Q15078	CDK5R1
muscle_rigidity	Q15858	SCN9A
muscle_rigidity	Q16769	QPCT
muscle_rigidity	Q16790	CA9
muscle_rigidity	Q92847	GHSR
muscle_rigidity	Q9HAZ1	CLK4
muscle_rigidity	Q9Y5Y4	PTGDR2
myopathy	O60674	JAK2
myopathy	P04035	HMGCR
myopathy	P05067	APP
myopathy	P07550	ADRB2
myopathy	P08581	MET
myopathy	P08842	STS
myopathy	P14920	DAO
myopathy	P25103	TACR1
myopathy	P35372	OPRM1
myopathy	P43116	PTGER2
myopathy	Q92731	ESR2
myopathy	Q9UM73	ALK
rhabdomyolysis	O14920	IKBKB
rhabdomyolysis	O43570	CA12
rhabdomyolysis	O60674	JAK2
rhabdomyolysis	O95822	MLYCD
rhabdomyolysis	P00734	F2
rhabdomyolysis	P03951	F11
rhabdomyolysis	P03956	MMP1
rhabdomyolysis	P04626	ERBB2
rhabdomyolysis	P07711	CTSL
rhabdomyolysis	P08254	MMP3
rhabdomyolysis	P08908	HTR1A
rhabdomyolysis	P09619	PDGFRB
rhabdomyolysis	P14920	DAO
rhabdomyolysis	P15056	BRAF
rhabdomyolysis	P17252	PRKCA
rhabdomyolysis	P23280	CA6
rhabdomyolysis	P24530	EDNRB
rhabdomyolysis	P25100	ADRA1D
rhabdomyolysis	P25116	F2R
rhabdomyolysis	P26010	ITGB7
rhabdomyolysis	P29275	ADORA2B
rhabdomyolysis	P30968	GNRHR
rhabdomyolysis	P34998	CRHR1
rhabdomyolysis	P35346	SSTR5
rhabdomyolysis	P37268	FDFT1
rhabdomyolysis	P42336	PIK3CA
rhabdomyolysis	P46098	HTR3A
rhabdomyolysis	P49768	PSEN1
rhabdomyolysis	P51677	CCR3
rhabdomyolysis	P61073	CXCR4
rhabdomyolysis	P68400	CSNK2A1
rhabdomyolysis	Q05586	GRIN1
rhabdomyolysis	Q07343	PDE4B
rhabdomyolysis	Q13002	GRIK2
rhabdomyolysis	Q16769	QPCT
rhabdomyolysis	Q16832	DDR2
rhabdomyolysis	Q6V1X1	DPP8
rhabdomyolysis	Q86TI2	DPP9
rhabdomyolysis	Q9NTG7	SIRT3
rhabdomyolysis	Q9Y243	AKT3
intervertebral_disc_degeneration	O14757	CHEK1
intervertebral_disc_degeneration	O43613	HCRTR1
intervertebral_disc_degeneration	O95822	MLYCD
intervertebral_disc_degeneration	P00740	F9
intervertebral_disc_degeneration	P04035	HMGCR
intervertebral_disc_degeneration	P07900	HSP90AA1
intervertebral_disc_degeneration	P08908	HTR1A
intervertebral_disc_degeneration	P08912	CHRM5
intervertebral_disc_degeneration	P10826	RARB
intervertebral_disc_degeneration	P11086	PNMT
intervertebral_disc_degeneration	P11473	VDR
intervertebral_disc_degeneration	P13612	ITGA4
intervertebral_disc_degeneration	P14867	GABRA1
intervertebral_disc_degeneration	P15056	BRAF
intervertebral_disc_degeneration	P16109	SELP
intervertebral_disc_degeneration	P17612	PRKACA
intervertebral_disc_degeneration	P19634	SLC9A1
intervertebral_disc_degeneration	P20292	ALOX5AP
intervertebral_disc_degeneration	P20309	CHRM3
intervertebral_disc_degeneration	P20648	ATP4A
intervertebral_disc_degeneration	P21731	TBXA2R
intervertebral_disc_degeneration	P23975	SLC6A2
intervertebral_disc_degeneration	P25021	HRH2
intervertebral_disc_degeneration	P25105	PTAFR
intervertebral_disc_degeneration	P27815	PDE4A
intervertebral_disc_degeneration	P29274	ADORA2A
intervertebral_disc_degeneration	P32247	BRS3
intervertebral_disc_degeneration	P34903	GABRA3
intervertebral_disc_degeneration	P35348	ADRA1A
intervertebral_disc_degeneration	P35354	PTGS2
intervertebral_disc_degeneration	P35367	HRH1
intervertebral_disc_degeneration	P36888	FLT3
intervertebral_disc_degeneration	P41143	OPRD1
intervertebral_disc_degeneration	P41145	OPRK1
intervertebral_disc_degeneration	P42336	PIK3CA
intervertebral_disc_degeneration	P43490	NAMPT
intervertebral_disc_degeneration	P43681	CHRNA4
intervertebral_disc_degeneration	P47869	GABRA2
intervertebral_disc_degeneration	P47900	P2RY1
intervertebral_disc_degeneration	P50579	METAP2
intervertebral_disc_degeneration	P56524	HDAC4
intervertebral_disc_degeneration	P62937	PPIA
intervertebral_disc_degeneration	Q13946	PDE7A
intervertebral_disc_degeneration	Q14416	GRM2
intervertebral_disc_degeneration	Q9Y243	AKT3
intervertebral_disc_degeneration	Q9Y5Z0	BACE2
intervertebral_disc_disorder	O14757	CHEK1
intervertebral_disc_disorder	O75173	ADAMTS4
intervertebral_disc_disorder	P15056	BRAF
intervertebral_disc_disorder	P19634	SLC9A1
intervertebral_disc_disorder	P43235	CTSK
intervertebral_disc_disorder	P53667	LIMK1
intervertebral_disc_disorder	Q02750	MAP2K1
intervertebral_disc_disorder	Q96GD4	AURKB
intervertebral_disc_disorder	Q99808	SLC29A1
intervertebral_disc_disorder	Q9NYA1	SPHK1
intervertebral_disc_disorder	Q9Y5Z0	BACE2
musculoskeletal_chest_pain	O14757	CHEK1
musculoskeletal_chest_pain	O43613	HCRTR1
musculoskeletal_chest_pain	O95822	MLYCD
musculoskeletal_chest_pain	P04035	HMGCR
musculoskeletal_chest_pain	P08514	ITGA2B
musculoskeletal_chest_pain	P08684	CYP3A4
musculoskeletal_chest_pain	P11473	VDR
musculoskeletal_chest_pain	P12931	SRC
musculoskeletal_chest_pain	P19634	SLC9A1
musculoskeletal_chest_pain	P32247	BRS3
musculoskeletal_chest_pain	P35462	DRD3
musculoskeletal_chest_pain	P43116	PTGER2
musculoskeletal_chest_pain	P48147	PREP
musculoskeletal_chest_pain	P49137	MAPKAPK2
musculoskeletal_chest_pain	P49286	MTNR1B
musculoskeletal_chest_pain	Q02750	MAP2K1
musculoskeletal_chest_pain	Q13946	PDE7A
musculoskeletal_chest_pain	Q6V1X1	DPP8
musculoskeletal_chest_pain	Q86X55	CARM1
musculoskeletal_chest_pain	Q96GD4	AURKB
musculoskeletal_chest_pain	Q9Y251	HPSE
musculoskeletal_chest_pain	Q9Y5Z0	BACE2
musculoskeletal_pain	O14672	ADAM10
musculoskeletal_pain	O14757	CHEK1
musculoskeletal_pain	O15379	HDAC3
musculoskeletal_pain	O60341	KDM1A
musculoskeletal_pain	O60674	JAK2
musculoskeletal_pain	P03372	ESR1
musculoskeletal_pain	P05067	APP
musculoskeletal_pain	P08246	ELANE
musculoskeletal_pain	P13612	ITGA4
musculoskeletal_pain	P19793	RXRA
musculoskeletal_pain	P20309	CHRM3
musculoskeletal_pain	P23280	CA6
musculoskeletal_pain	P29274	ADORA2A
musculoskeletal_pain	P35348	ADRA1A
musculoskeletal_pain	P41597	CCR2
musculoskeletal_pain	P49356	FNTB
musculoskeletal_pain	P68400	CSNK2A1
musculoskeletal_pain	Q99808	SLC29A1
musculoskeletal_pain	Q9Y5Y4	PTGDR2
bursitis	O14757	CHEK1
bursitis	O15530	PDPK1
bursitis	O95822	MLYCD
bursitis	P08238	HSP90AB1
bursitis	P25105	PTAFR
bursitis	P27338	MAOB
bursitis	P35348	ADRA1A
bursitis	P42336	PIK3CA
bursitis	P43116	PTGER2
bursitis	P68400	CSNK2A1
bursitis	Q02750	MAP2K1
bursitis	Q99808	SLC29A1
metastases_to_lung	O14965	AURKA
metastases_to_lung	O60218	AKR1B10
metastases_to_lung	P04035	HMGCR
metastases_to_lung	P04818	TYMS
metastases_to_lung	P05412	JUN
metastases_to_lung	P06213	INSR
metastases_to_lung	P08172	CHRM2
metastases_to_lung	P08842	STS
metastases_to_lung	P10826	RARB
metastases_to_lung	P11086	PNMT
metastases_to_lung	P13631	RARG
metastases_to_lung	P14867	GABRA1
metastases_to_lung	P16581	SELE
metastases_to_lung	P17612	PRKACA
metastases_to_lung	P18405	SRD5A1
metastases_to_lung	P19634	SLC9A1
metastases_to_lung	P19793	RXRA
metastases_to_lung	P20701	ITGAL
metastases_to_lung	P23458	JAK1
metastases_to_lung	P29371	TACR3
metastases_to_lung	P31391	SSTR4
metastases_to_lung	P31749	AKT1
metastases_to_lung	P32247	BRS3
metastases_to_lung	P35348	ADRA1A
metastases_to_lung	P35968	KDR
metastases_to_lung	P41145	OPRK1
metastases_to_lung	P42338	PIK3CB
metastases_to_lung	P42892	ECE1
metastases_to_lung	P43116	PTGER2
metastases_to_lung	P48147	PREP
metastases_to_lung	P50406	HTR6
metastases_to_lung	P56524	HDAC4
metastases_to_lung	P62937	PPIA
metastases_to_lung	P68400	CSNK2A1
metastases_to_lung	Q01726	MC1R
metastases_to_lung	Q07343	PDE4B
metastases_to_lung	Q07912	TNK2
metastases_to_lung	Q15078	CDK5R1
metastases_to_lung	Q6V1X1	DPP8
metastases_to_lung	Q86TI2	DPP9
metastases_to_lung	Q969S8	HDAC10
metastases_to_lung	Q96GD4	AURKB
metastases_to_lung	Q9BUB5	MKNK1
metastases_to_lung	Q9UHL4	DPP7
metastases_to_lung	Q9UM73	ALK
metastases_to_lung	Q9Y251	HPSE
metastases_to_lung	Q9Y2D0	CA5B
metastases_to_lung	Q9Y5N1	HRH3
metastases_to_lung	Q9Y5Z0	BACE2
malignant_neoplasm_progression	O14965	AURKA
malignant_neoplasm_progression	O43353	RIPK2
malignant_neoplasm_progression	O94925	GLS
malignant_neoplasm_progression	O95822	MLYCD
malignant_neoplasm_progression	P00742	F10
malignant_neoplasm_progression	P06213	INSR
malignant_neoplasm_progression	P11086	PNMT
malignant_neoplasm_progression	P11387	TOP1
malignant_neoplasm_progression	P12931	SRC
malignant_neoplasm_progression	P14416	DRD2
malignant_neoplasm_progression	P14902	IDO1
malignant_neoplasm_progression	P18405	SRD5A1
malignant_neoplasm_progression	P19634	SLC9A1
malignant_neoplasm_progression	P20648	ATP4A
malignant_neoplasm_progression	P23280	CA6
malignant_neoplasm_progression	P24941	CDK2
malignant_neoplasm_progression	P25090	FPR2
malignant_neoplasm_progression	P25103	TACR1
malignant_neoplasm_progression	P25774	CTSS
malignant_neoplasm_progression	P27487	DPP4
malignant_neoplasm_progression	P28336	NMBR
malignant_neoplasm_progression	P31391	SSTR4
malignant_neoplasm_progression	P31644	GABRA5
malignant_neoplasm_progression	P41145	OPRK1
malignant_neoplasm_progression	P43116	PTGER2
malignant_neoplasm_progression	P47900	P2RY1
malignant_neoplasm_progression	P47989	XDH
malignant_neoplasm_progression	P50406	HTR6
malignant_neoplasm_progression	P68400	CSNK2A1
malignant_neoplasm_progression	Q07912	TNK2
malignant_neoplasm_progression	Q15078	CDK5R1
malignant_neoplasm_progression	Q6V1X1	DPP8
malignant_neoplasm_progression	Q86TI2	DPP9
malignant_neoplasm_progression	Q96EB6	SIRT1
malignant_neoplasm_progression	Q9BY41	HDAC8
malignant_neoplasm_progression	Q9Y251	HPSE
neoplasm_malignant	O00519	FAAH
neoplasm_malignant	O15530	PDPK1
neoplasm_malignant	O43613	HCRTR1
neoplasm_malignant	O96017	CHEK2
neoplasm_malignant	P07384	CAPN1
neoplasm_malignant	P07477	PRSS1
neoplasm_malignant	P07900	HSP90AA1
neoplasm_malignant	P10275	AR
neoplasm_malignant	P10827	THRA
neoplasm_malignant	P11086	PNMT
neoplasm_malignant	P11597	CETP
neoplasm_malignant	P13497	BMP1
neoplasm_malignant	P17612	PRKACA
neoplasm_malignant	P20701	ITGAL
neoplasm_malignant	P23280	CA6
neoplasm_malignant	P24941	CDK2
neoplasm_malignant	P25021	HRH2
neoplasm_malignant	P25090	FPR2
neoplasm_malignant	P25116	F2R
neoplasm_malignant	P31644	GABRA5
neoplasm_malignant	P31749	AKT1
neoplasm_malignant	P35346	SSTR5
neoplasm_malignant	P42338	PIK3CB
neoplasm_malignant	P42345	MTOR
neoplasm_malignant	P43116	PTGER2
neoplasm_malignant	P48058	GRIA4
neoplasm_malignant	P62993	GRB2
neoplasm_malignant	P98170	XIAP
neoplasm_malignant	Q08499	PDE4D
neoplasm_malignant	Q15078	CDK5R1
neoplasm_malignant	Q16445	GABRA6
neoplasm_malignant	Q99720	SIGMAR1
neoplasm_malignant	Q9Y251	HPSE
renal_cyst	P03956	MMP1
renal_cyst	P04035	HMGCR
renal_cyst	P06239	LCK
renal_cyst	P08246	ELANE
renal_cyst	P17612	PRKACA
renal_cyst	P34998	CRHR1
renal_cyst	P35462	DRD3
renal_cyst	P42785	PRCP
renal_cyst	P48736	PIK3CG
renal_cyst	P78536	ADAM17
renal_cyst	Q86X55	CARM1
renal_cyst	Q9UM73	ALK
ovarian_cyst	O15379	HDAC3
ovarian_cyst	O60218	AKR1B10
ovarian_cyst	P04035	HMGCR
ovarian_cyst	P08908	HTR1A
ovarian_cyst	P08912	CHRM5
ovarian_cyst	P09619	PDGFRB
ovarian_cyst	P10826	RARB
ovarian_cyst	P16109	SELP
ovarian_cyst	P21728	DRD1
ovarian_cyst	P27338	MAOB
ovarian_cyst	P27815	PDE4A
ovarian_cyst	P30291	WEE1
ovarian_cyst	P35348	ADRA1A
ovarian_cyst	P50579	METAP2
ovarian_cyst	Q14416	GRM2
ovarian_cyst	Q86X55	CARM1
ovarian_cyst	Q92847	GHSR
ovarian_cyst	Q9Y5Y4	PTGDR2
lung_neoplasm_malignant	O15530	PDPK1
lung_neoplasm_malignant	O43613	HCRTR1
lung_neoplasm_malignant	O94925	GLS
lung_neoplasm_malignant	P00742	F10
lung_neoplasm_malignant	P00918	CA2
lung_neoplasm_malignant	P04818	TYMS
lung_neoplasm_malignant	P05067	APP
lung_neoplasm_malignant	P06401	PGR
lung_neoplasm_malignant	P07711	CTSL
lung_neoplasm_malignant	P08172	CHRM2
lung_neoplasm_malignant	P08842	STS
lung_neoplasm_malignant	P10826	RARB
lung_neoplasm_malignant	P24941	CDK2
lung_neoplasm_malignant	P31749	AKT1
lung_neoplasm_malignant	P35218	CA5A
lung_neoplasm_malignant	P35367	HRH1
lung_neoplasm_malignant	P42892	ECE1
lung_neoplasm_malignant	P43004	SLC1A2
lung_neoplasm_malignant	P48058	GRIA4
lung_neoplasm_malignant	Q16445	GABRA6
lung_neoplasm_malignant	Q9NTG7	SIRT3
lung_neoplasm_malignant	Q9Y2D0	CA5B
lung_neoplasm_malignant	Q9Y5Z0	BACE2
basal_cell_carcinoma	O95399	UTS2
basal_cell_carcinoma	P00918	CA2
basal_cell_carcinoma	P04818	TYMS
basal_cell_carcinoma	P05067	APP
basal_cell_carcinoma	P07550	ADRB2
basal_cell_carcinoma	P09917	ALOX5
basal_cell_carcinoma	P13631	RARG
basal_cell_carcinoma	P25090	FPR2
basal_cell_carcinoma	P35218	CA5A
basal_cell_carcinoma	P43116	PTGER2
basal_cell_carcinoma	P98170	XIAP
basal_cell_carcinoma	Q03181	PPARD
basal_cell_carcinoma	Q13639	HTR4
basal_cell_carcinoma	Q9UBN7	HDAC6
basal_cell_carcinoma	Q9UM73	ALK
basal_cell_carcinoma	Q9Y2D0	CA5B
ischaemic_stroke	O14672	ADAM10
ischaemic_stroke	O94925	GLS
ischaemic_stroke	P00918	CA2
ischaemic_stroke	P03951	F11
ischaemic_stroke	P08581	MET
ischaemic_stroke	P10826	RARB
ischaemic_stroke	P23280	CA6
ischaemic_stroke	P25103	TACR1
ischaemic_stroke	P32245	MC4R
ischaemic_stroke	P32297	CHRNA3
ischaemic_stroke	P35354	PTGS2
ischaemic_stroke	P43235	CTSK
ischaemic_stroke	Q01959	SLC6A3
ischaemic_stroke	Q13002	GRIK2
ischaemic_stroke	Q13639	HTR4
ischaemic_stroke	Q8NER1	TRPV1
ischaemic_stroke	Q99685	MGLL
subarachnoid_haemorrhage	O14939	PLD2
subarachnoid_haemorrhage	O14965	AURKA
subarachnoid_haemorrhage	O43570	CA12
subarachnoid_haemorrhage	O43613	HCRTR1
subarachnoid_haemorrhage	O60218	AKR1B10
subarachnoid_haemorrhage	O75116	ROCK2
subarachnoid_haemorrhage	O75173	ADAMTS4
subarachnoid_haemorrhage	O94925	GLS
subarachnoid_haemorrhage	O95822	MLYCD
subarachnoid_haemorrhage	P00519	ABL1
subarachnoid_haemorrhage	P00533	EGFR
subarachnoid_haemorrhage	P00734	F2
subarachnoid_haemorrhage	P00918	CA2
subarachnoid_haemorrhage	P04626	ERBB2
subarachnoid_haemorrhage	P06213	INSR
subarachnoid_haemorrhage	P08254	MMP3
subarachnoid_haemorrhage	P08684	CYP3A4
subarachnoid_haemorrhage	P08842	STS
subarachnoid_haemorrhage	P08908	HTR1A
subarachnoid_haemorrhage	P08912	CHRM5
subarachnoid_haemorrhage	P09467	FBP1
subarachnoid_haemorrhage	P09874	PARP1
subarachnoid_haemorrhage	P10721	KIT
subarachnoid_haemorrhage	P11309	PIM1
subarachnoid_haemorrhage	P16109	SELP
subarachnoid_haemorrhage	P16455	MGMT
subarachnoid_haemorrhage	P18405	SRD5A1
subarachnoid_haemorrhage	P19634	SLC9A1
subarachnoid_haemorrhage	P22303	ACHE
subarachnoid_haemorrhage	P23975	SLC6A2
subarachnoid_haemorrhage	P25021	HRH2
subarachnoid_haemorrhage	P25090	FPR2
subarachnoid_haemorrhage	P25103	TACR1
subarachnoid_haemorrhage	P27815	PDE4A
subarachnoid_haemorrhage	P28845	HSD11B1
subarachnoid_haemorrhage	P30305	CDC25B
subarachnoid_haemorrhage	P30556	AGTR1
subarachnoid_haemorrhage	P32246	CCR1
subarachnoid_haemorrhage	P32297	CHRNA3
subarachnoid_haemorrhage	P34913	EPHX2
subarachnoid_haemorrhage	P35218	CA5A
subarachnoid_haemorrhage	P35346	SSTR5
subarachnoid_haemorrhage	P35348	ADRA1A
subarachnoid_haemorrhage	P35354	PTGS2
subarachnoid_haemorrhage	P35916	FLT4
subarachnoid_haemorrhage	P35968	KDR
subarachnoid_haemorrhage	P36544	CHRNA7
subarachnoid_haemorrhage	P42574	CASP3
subarachnoid_haemorrhage	P42785	PRCP
subarachnoid_haemorrhage	P42892	ECE1
subarachnoid_haemorrhage	P43405	SYK
subarachnoid_haemorrhage	P43490	NAMPT
subarachnoid_haemorrhage	P46098	HTR3A
subarachnoid_haemorrhage	P49286	MTNR1B
subarachnoid_haemorrhage	P51946	CCNH
subarachnoid_haemorrhage	P55263	ADK
subarachnoid_haemorrhage	P68400	CSNK2A1
subarachnoid_haemorrhage	Q01959	SLC6A3
subarachnoid_haemorrhage	Q05655	PRKCD
subarachnoid_haemorrhage	Q07343	PDE4B
subarachnoid_haemorrhage	Q16769	QPCT
subarachnoid_haemorrhage	Q6V1X1	DPP8
subarachnoid_haemorrhage	Q92731	ESR2
subarachnoid_haemorrhage	Q92847	GHSR
subarachnoid_haemorrhage	Q99685	MGLL
subarachnoid_haemorrhage	Q9BY41	HDAC8
subarachnoid_haemorrhage	Q9H228	S1PR5
subarachnoid_haemorrhage	Q9Y243	AKT3
subarachnoid_haemorrhage	Q9Y5N1	HRH3
encephalopathy	O14939	PLD2
encephalopathy	O43353	RIPK2
encephalopathy	O95822	MLYCD
encephalopathy	P07099	EPHX1
encephalopathy	P09874	PARP1
encephalopathy	P10827	THRA
encephalopathy	P11086	PNMT
encephalopathy	P12931	SRC
encephalopathy	P14324	FDPS
encephalopathy	P14416	DRD2
encephalopathy	P15121	AKR1B1
encephalopathy	P16581	SELE
encephalopathy	P17612	PRKACA
encephalopathy	P20839	IMPDH1
encephalopathy	P24941	CDK2
encephalopathy	P28845	HSD11B1
encephalopathy	P33527	ABCC1
encephalopathy	P35348	ADRA1A
encephalopathy	P37288	AVPR1A
encephalopathy	P43116	PTGER2
encephalopathy	P43235	CTSK
encephalopathy	P43490	NAMPT
encephalopathy	P47712	PLA2G4A
encephalopathy	P47869	GABRA2
encephalopathy	P47989	XDH
encephalopathy	P51946	CCNH
encephalopathy	P53350	PLK1
encephalopathy	P55055	NR1H2
encephalopathy	P61073	CXCR4
encephalopathy	P62937	PPIA
encephalopathy	P68400	CSNK2A1
encephalopathy	Q04759	PRKCQ
encephalopathy	Q05586	GRIN1
encephalopathy	Q07912	TNK2
encephalopathy	Q13547	HDAC1
encephalopathy	Q13639	HTR4
encephalopathy	Q14432	PDE3A
encephalopathy	Q16665	HIF1A
encephalopathy	Q6V1X1	DPP8
encephalopathy	Q86TI2	DPP9
encephalopathy	Q8TEK3	DOT1L
encephalopathy	Q96GD4	AURKB
encephalopathy	Q9BY41	HDAC8
encephalopathy	Q9UBN7	HDAC6
encephalopathy	Q9ULX7	CA14
encephalopathy	Q9Y5N1	HRH3
migraine	O14757	CHEK1
migraine	O14965	AURKA
migraine	O60218	AKR1B10
migraine	O60674	JAK2
migraine	P00533	EGFR
migraine	P00734	F2
migraine	P03951	F11
migraine	P06401	PGR
migraine	P06493	CDK1
migraine	P08238	HSP90AB1
migraine	P08246	ELANE
migraine	P08908	HTR1A
migraine	P09871	C1S
migraine	P09917	ALOX5
migraine	P11473	VDR
migraine	P20292	ALOX5AP
migraine	P21728	DRD1
migraine	P23458	JAK1
migraine	P23975	SLC6A2
migraine	P24941	CDK2
migraine	P25021	HRH2
migraine	P25100	ADRA1D
migraine	P25105	PTAFR
migraine	P26010	ITGB7
migraine	P27815	PDE4A
migraine	P31391	SSTR4
migraine	P31645	SLC6A4
migraine	P35348	ADRA1A
migraine	P35462	DRD3
migraine	P39900	MMP12
migraine	P40238	MPL
migraine	P41597	CCR2
migraine	P42338	PIK3CB
migraine	P42345	MTOR
migraine	P42785	PRCP
migraine	P50281	MMP14
migraine	P53667	LIMK1
migraine	Q07869	PPARA
migraine	Q16769	QPCT
migraine	Q86TI2	DPP9
migraine	Q92847	GHSR
migraine	Q9BUB5	MKNK1
migraine	Q9H3N8	HRH4
migraine	Q9HAZ1	CLK4
migraine	Q9UNA0	ADAMTS5
brain_oedema	O14672	ADAM10
brain_oedema	O14939	PLD2
brain_oedema	O43353	RIPK2
brain_oedema	O95822	MLYCD
brain_oedema	P01375	TNF
brain_oedema	P05412	JUN
brain_oedema	P08842	STS
brain_oedema	P13631	RARG
brain_oedema	P18084	ITGB5
brain_oedema	P19634	SLC9A1
brain_oedema	P20648	ATP4A
brain_oedema	P23280	CA6
brain_oedema	P23975	SLC6A2
brain_oedema	P25103	TACR1
brain_oedema	P27487	DPP4
brain_oedema	P31645	SLC6A4
brain_oedema	P35348	ADRA1A
brain_oedema	P35916	FLT4
brain_oedema	P35968	KDR
brain_oedema	P43235	CTSK
brain_oedema	P43490	NAMPT
brain_oedema	P48039	MTNR1A
brain_oedema	P98170	XIAP
brain_oedema	Q01959	SLC6A3
brain_oedema	Q08499	PDE4D
brain_oedema	Q16769	QPCT
brain_oedema	Q8TEK3	DOT1L
brain_oedema	Q92731	ESR2
brain_oedema	Q9UBN7	HDAC6
brain_oedema	Q9Y239	NOD1
brain_oedema	Q9Y2D0	CA5B
brain_oedema	Q9Y5Y4	PTGDR2
dementia	P07384	CAPN1
dementia	P22894	MMP8
dementia	P25021	HRH2
dementia	P30968	GNRHR
dementia	P35354	PTGS2
dementia	P40238	MPL
dementia	P49356	FNTB
dementia	Q02750	MAP2K1
mental_impairment	O43613	HCRTR1
mental_impairment	O60674	JAK2
mental_impairment	P00734	F2
mental_impairment	P03372	ESR1
mental_impairment	P04150	NR3C1
mental_impairment	P05067	APP
mental_impairment	P08238	HSP90AB1
mental_impairment	P08246	ELANE
mental_impairment	P08709	F7
mental_impairment	P08908	HTR1A
mental_impairment	P08912	CHRM5
mental_impairment	P11473	VDR
mental_impairment	P20292	ALOX5AP
mental_impairment	P21453	S1PR1
mental_impairment	P24557	TBXAS1
mental_impairment	P25021	HRH2
mental_impairment	P29275	ADORA2B
mental_impairment	P30968	GNRHR
mental_impairment	P35354	PTGS2
mental_impairment	P35916	FLT4
mental_impairment	P39748	FEN1
mental_impairment	P41143	OPRD1
mental_impairment	P42345	MTOR
mental_impairment	P42785	PRCP
mental_impairment	P43235	CTSK
mental_impairment	P46098	HTR3A
mental_impairment	P48039	MTNR1A
mental_impairment	P48736	PIK3CG
mental_impairment	P49682	CXCR3
mental_impairment	P61073	CXCR4
mental_impairment	Q15059	BRD3
mental_impairment	Q16790	CA9
mental_impairment	Q9GZT9	EGLN1
dyskinesia	O14757	CHEK1
dyskinesia	O14920	IKBKB
dyskinesia	O15530	PDPK1
dyskinesia	O43570	CA12
dyskinesia	P00748	F12
dyskinesia	P04035	HMGCR
dyskinesia	P04626	ERBB2
dyskinesia	P07384	CAPN1
dyskinesia	P07949	RET
dyskinesia	P08172	CHRM2
dyskinesia	P08246	ELANE
dyskinesia	P08908	HTR1A
dyskinesia	P08912	CHRM5
dyskinesia	P10721	KIT
dyskinesia	P10828	THRB
dyskinesia	P13497	BMP1
dyskinesia	P13726	F3
dyskinesia	P16109	SELP
dyskinesia	P17252	PRKCA
dyskinesia	P18405	SRD5A1
dyskinesia	P19634	SLC9A1
dyskinesia	P19793	RXRA
dyskinesia	P21452	TACR2
dyskinesia	P21728	DRD1
dyskinesia	P23975	SLC6A2
dyskinesia	P25021	HRH2
dyskinesia	P29274	ADORA2A
dyskinesia	P29275	ADORA2B
dyskinesia	P29371	TACR3
dyskinesia	P30542	ADORA1
dyskinesia	P31645	SLC6A4
dyskinesia	P32246	CCR1
dyskinesia	P35367	HRH1
dyskinesia	P41143	OPRD1
dyskinesia	P42345	MTOR
dyskinesia	P42785	PRCP
dyskinesia	P43235	CTSK
dyskinesia	P43490	NAMPT
dyskinesia	P46098	HTR3A
dyskinesia	P47871	GCGR
dyskinesia	P48039	MTNR1A
dyskinesia	P48736	PIK3CG
dyskinesia	P49356	FNTB
dyskinesia	P50579	METAP2
dyskinesia	P53667	LIMK1
dyskinesia	P53779	MAPK10
dyskinesia	P62937	PPIA
dyskinesia	Q02750	MAP2K1
dyskinesia	Q05655	PRKCD
dyskinesia	Q07343	PDE4B
dyskinesia	Q13627	DYRK1A
dyskinesia	Q13946	PDE7A
dyskinesia	Q15858	SCN9A
dyskinesia	Q16769	QPCT
dyskinesia	Q16790	CA9
dyskinesia	Q8TCT1	PHOSPHO1
dyskinesia	Q8TDS4	HCAR2
dyskinesia	Q92847	GHSR
dyskinesia	Q9H228	S1PR5
dyskinesia	Q9H3N8	HRH4
dyskinesia	Q9Y5Y4	PTGDR2
dyskinesia	Q9Y5Y6	ST14
psychomotor_hyperactivity	O43570	CA12
psychomotor_hyperactivity	O60218	AKR1B10
psychomotor_hyperactivity	O75116	ROCK2
psychomotor_hyperactivity	O94925	GLS
psychomotor_hyperactivity	P00748	F12
psychomotor_hyperactivity	P08172	CHRM2
psychomotor_hyperactivity	P08246	ELANE
psychomotor_hyperactivity	P08908	HTR1A
psychomotor_hyperactivity	P10721	KIT
psychomotor_hyperactivity	P16455	MGMT
psychomotor_hyperactivity	P21452	TACR2
psychomotor_hyperactivity	P21728	DRD1
psychomotor_hyperactivity	P23975	SLC6A2
psychomotor_hyperactivity	P30968	GNRHR
psychomotor_hyperactivity	P32246	CCR1
psychomotor_hyperactivity	P35916	FLT4
psychomotor_hyperactivity	P35968	KDR
psychomotor_hyperactivity	P37058	HSD17B3
psychomotor_hyperactivity	P42345	MTOR
psychomotor_hyperactivity	P42785	PRCP
psychomotor_hyperactivity	P46098	HTR3A
psychomotor_hyperactivity	P48736	PIK3CG
psychomotor_hyperactivity	P49356	FNTB
psychomotor_hyperactivity	Q01959	SLC6A3
psychomotor_hyperactivity	Q02127	DHODH
psychomotor_hyperactivity	Q02750	MAP2K1
psychomotor_hyperactivity	Q13002	GRIK2
psychomotor_hyperactivity	Q15078	CDK5R1
psychomotor_hyperactivity	Q15858	SCN9A
